date,PP,PSOE,ERC,PNVEAJ,CC,BNG,Cs,VOX,Podemos,EHBildu,PACMA,PDeCAT,Comp,JuntsxCat,Naplus,MP,CUP,Sumar,firm,date_from,sample_size
2019-04-10,23.9,27.3,2.8,1.2,0.3,NA,15.9,7.8,13.1,0.7,1.5,NA,1.5,1.6,0.5,NA,NA,NA,Celeste-Tel,2019-04-04,1100
2019-04-11,20.8,27.9,2.3,1.5,0.2,NA,16.6,11.7,13.2,1.1,NA,NA,1,1.2,NA,NA,NA,NA,Demoscopia Servicios,2019-04-08,920
2019-04-11,21,31.1,3.6,1.2,0.3,NA,14.4,11.2,11.4,0.7,1.4,NA,0.5,1.2,NA,NA,NA,NA,GAD3,2019-04-09,NA
2019-04-11,20.8,27.1,NA,NA,NA,NA,16.4,12.7,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2019-04-08,NA
2019-04-12,19.1,29.9,3.2,1.3,0.3,NA,15.4,11.2,13,1,1.2,NA,0.8,1.4,0.4,NA,NA,NA,SocioMétrica,2019-04-05,1800
2019-04-14,24.1,27.5,2.9,1.3,0.3,NA,15.8,9.1,12.1,0.8,NA,NA,1.8,1.3,0.4,NA,NA,NA,NC Report,2019-03-30,NA
2019-04-15,21.3,28.9,2.3,1.5,NA,NA,14.9,12.2,12.8,1.2,NA,NA,NA,1.3,NA,NA,NA,NA,Demoscopia Servicios,2019-04-12,NA
2019-04-15,22.3,27.8,3.2,1.2,NA,NA,13.1,14.2,12.2,NA,NA,NA,NA,1.6,NA,NA,NA,NA,Top Position,2019-04-13,1200
2019-04-16,19.3,30.4,3.2,1.2,0.3,NA,15.3,9.6,13.5,0.8,1.9,NA,0.8,1.4,0.3,NA,NA,NA,IMOP,2019-04-10,1400
2019-04-16,19.6,29.1,NA,NA,NA,NA,14.2,11.1,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2019-04-11,4775
2019-04-17,23.8,28.1,2.9,1.2,0.3,NA,15.8,7.7,12.9,0.8,1.4,NA,1.4,1.4,0.4,NA,NA,NA,Celeste-Tel,2019-04-11,1100
2019-04-17,20.4,29,NA,NA,NA,NA,15.5,10.4,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2019-04-15,1025
2019-04-17,20.1,30.3,3.8,1.3,NA,NA,15,10.2,13.2,NA,NA,NA,NA,1.3,NA,NA,NA,NA,Sigma Dos,2019-04-03,8000
2019-04-18,17.8,28.8,NA,NA,NA,NA,14.1,12.5,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,40dB,2019-04-15,2000
2019-04-18,21.6,28.4,2.4,1.4,0.3,NA,14.7,12.4,12.7,0.9,NA,NA,1.2,1.2,NA,NA,NA,NA,Demoscopia Servicios,2019-04-15,950
2019-04-18,18.3,30.9,2.8,2.1,0.4,NA,13.8,10.5,13.6,0.8,NA,NA,NA,1.5,0.3,NA,NA,NA,Sondaxe,2019-04-11,1000
2019-04-19,20.4,28.1,3.3,1.3,NA,NA,15.2,12.7,13,NA,NA,NA,NA,1.3,NA,NA,NA,NA,Invymark,2019-04-15,NA
2019-04-19,23.8,28.1,2.9,1.3,0.3,NA,14.9,9,13,0.8,NA,NA,1.5,1.4,0.4,NA,NA,NA,NC Report,2019-04-15,1000
2019-04-20,23.5,28.9,2.9,1.2,0.3,NA,15.1,7.9,13.5,0.8,1.3,NA,1.3,1.5,0.4,NA,NA,NA,Celeste-Tel,2019-04-15,1100
2019-04-21,18.2,29.5,3.3,1.1,0.2,NA,15.1,12.6,13.6,0.9,0.9,NA,1.1,1.3,0.3,NA,NA,NA,SocioMétrica,2019-04-14,1800
2019-04-22,21.8,28.1,2.9,1.4,0.3,NA,14.4,12.7,12.6,0.9,NA,NA,1.1,1.3,NA,NA,NA,NA,Demoscopia Servicios,2019-04-17,NA
2019-05-11,11.44,36.62,4.01,1.22,0.49,NA,16.3,5.35,15.33,NA,1.09,NA,0.73,1.22,0.49,NA,NA,NA,CIS,2019-05-01,2985
2019-05-14,18.6,33.7,NA,NA,NA,NA,21.7,3.2,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2019-05-06,1058
2019-05-31,15.4,33.6,NA,NA,NA,NA,15.1,8.4,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2019-05-27,NA
2019-06-07,21.1,30.4,NA,NA,NA,NA,17.6,7.9,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Demoscopia Servicios,2019-06-04,1000
2019-06-11,19.4,30.6,3.9,1.5,0.7,NA,14.6,8.7,13.2,1,NA,NA,0.4,1.9,0.5,NA,NA,NA,Celeste-Tel,2019-06-05,1100
2019-06-11,15.7,32,NA,NA,NA,NA,19.7,8.9,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2019-06-03,1090
2019-06-13,20.2,30.5,3.6,1.6,0.7,NA,14.9,8,12.7,1.1,NA,NA,0.4,1.9,0.6,NA,NA,NA,NC Report,2019-06-07,1000
2019-06-19,20.6,30.8,NA,NA,NA,NA,16.2,5.6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2019-06-19,NA
2019-06-21,15.1,35.9,NA,NA,NA,NA,14,8.1,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2019-06-17,NA
2019-06-21,19.4,32.6,4.2,1.5,NA,NA,13.1,8,13.2,NA,NA,NA,NA,1.7,NA,NA,NA,NA,Sigma Dos,2019-06-21,1000
2019-07-05,19.9,31.2,3.8,1.5,0.6,NA,14.4,8.4,13.2,0.9,NA,NA,0.4,1.8,0.5,NA,NA,NA,Celeste-Tel,2019-07-01,1100
2019-07-05,21.5,31.3,NA,NA,NA,NA,16.2,7.7,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Demoscopia Servicios,2019-07-02,NA
2019-07-06,15.5,36.6,NA,NA,NA,NA,13.2,7.6,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2019-07-03,1200
2019-07-09,17.9,32.7,NA,NA,NA,NA,13.1,9.3,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2019-07-01,1037
2019-07-11,15.7,32.6,NA,NA,NA,NA,15.3,8.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,CIS (El Mundo estimate),2019-07-01,2952
2019-07-12,19,31,NA,NA,NA,NA,13,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2019-07-11,1251
2019-07-19,16.1,36.7,NA,NA,NA,NA,12.9,7.3,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2019-07-15,NA
2019-07-26,18.2,29.3,NA,NA,NA,NA,16.2,8.7,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,SocioMétrica,2019-07-25,1000
2019-08-01,17,36.1,NA,NA,NA,NA,12.6,6.5,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2019-07-29,NA
2019-08-05,17.2,31.4,NA,NA,NA,NA,14.9,11,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2019-08-01,1074
2019-08-07,20.2,30.9,3.7,1.5,0.6,NA,14.3,8.3,13.4,0.9,NA,NA,0.4,1.8,0.5,NA,NA,NA,Celeste-Tel,2019-08-01,1100
2019-08-11,21.8,29.7,3.5,1.5,0.7,NA,14.1,7.8,12.9,1.2,NA,NA,0.4,2,0.6,NA,NA,NA,NC Report,2019-08-11,NA
2019-08-24,21.9,29.5,3.6,1.5,0.6,NA,13.9,7.7,13.1,1.1,NA,NA,0.5,1.8,0.5,NA,NA,NA,NC Report,2019-08-20,1000
2019-08-29,19,33.4,4.3,1.5,NA,NA,11.8,8.3,14.2,NA,NA,NA,NA,1.1,NA,NA,NA,NA,Sigma Dos,2019-08-27,1000
2019-08-30,18.1,31.3,4.1,1.6,0.4,NA,12.2,9.7,13.9,1.1,NA,NA,0.8,1.8,0.4,NA,NA,NA,SocioMétrica,2019-08-27,1100
2019-09-05,20.1,30.5,4.3,1.6,0.6,NA,14.1,8,13.7,1,NA,NA,0.5,1.7,0.6,NA,NA,NA,Celeste-Tel,2019-09-02,1100
2019-09-06,19.9,32.1,3.8,1.4,NA,NA,14,7.9,13.3,1,NA,NA,NA,1.9,0.4,NA,NA,NA,GAD3,2019-09-02,1000
2019-09-06,20.1,34.4,NA,NA,NA,NA,11.5,6.7,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2019-09-02,NA
2019-09-06,18.4,30.6,NA,NA,NA,NA,13.6,12.1,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2019-09-02,1089
2019-09-12,18.4,29.8,NA,NA,NA,NA,13.3,10.2,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2019-09-09,1001
2019-09-13,20,33.9,NA,NA,NA,NA,11.7,7,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2019-09-09,NA
2019-09-14,20.6,31.8,NA,NA,NA,NA,14,7,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,Demoscopia Servicios,2019-09-12,NA
2019-09-20,23.5,30.3,NA,NA,NA,NA,13.3,8.6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,40dB,2019-09-18,1544
2019-09-20,20.3,31.6,3.4,1.3,NA,NA,13.1,9.6,13.4,1,NA,NA,NA,1.7,NA,NA,NA,NA,GAD3,2019-09-16,NA
2019-09-20,20.2,33.4,NA,NA,NA,NA,12.1,6.8,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2019-09-16,NA
2019-09-20,19.8,28,3.7,1.5,NA,NA,14.2,9.8,15.2,NA,NA,NA,NA,1.7,NA,NA,NA,NA,Ipsos,2019-09-18,1837
2019-09-20,19.4,28.6,4.2,1.6,0.6,NA,11.9,10,14.5,1.2,NA,NA,0.8,1.8,0.3,NA,NA,NA,SocioMétrica,2019-09-18,1000
2019-09-21,22,28.6,NA,NA,NA,NA,13.7,7.5,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC Report,2019-09-18,1000
2019-09-23,22.1,29.4,4.2,1.6,0.6,NA,13.4,7,14.1,1.1,NA,NA,0.7,1.7,0.5,NA,NA,NA,Celeste-Tel,2019-09-19,1100
2019-09-25,21.4,27.2,3.9,1.6,0.4,NA,11.3,9.6,12.4,1,NA,NA,NA,2,0.5,5.2,NA,NA,GAD3,2019-09-23,1207
2019-09-26,19.1,26.1,NA,1.3,NA,NA,10.3,10.1,12.1,NA,NA,NA,NA,NA,NA,6.4,NA,NA,Sondaxe,2019-09-23,1001
2019-10-03,19.6,28,3.2,NA,NA,NA,10.4,10.3,12.2,NA,NA,NA,NA,1.8,NA,5.5,1.5,NA,GESOP,2019-09-30,1005
2019-10-03,20.1,28.3,3.3,1.6,NA,NA,10.7,10.8,12,1,NA,NA,NA,2.2,NA,4.1,1.1,NA,IMOP,2019-10-01,1227
2019-10-04,21.8,27.2,4.2,1.6,0.7,NA,12.2,7.5,13.9,1,NA,NA,NA,1.6,0.5,5.1,0.5,NA,Celeste-Tel,2019-10-01,1100
2019-10-04,20.9,27.2,NA,NA,NA,NA,11,10.6,12.4,NA,NA,NA,NA,NA,NA,4.3,NA,NA,GAD3,2019-09-30,3121
2019-10-04,22.1,26.1,4.3,1.6,0.6,NA,11.7,8.5,13.5,1,NA,NA,NA,1.7,0.5,4.6,0.6,NA,Hamalgama,2019-09-30,900
2019-10-04,20.5,29.9,NA,NA,NA,NA,11.7,7.7,11.2,NA,NA,NA,NA,NA,NA,4.6,NA,NA,Invymark,2019-09-30,NA
2019-10-04,19.1,29.1,NA,NA,NA,NA,10,12.2,12.5,NA,NA,NA,NA,NA,NA,5.2,NA,NA,Simple Lógica,2019-10-01,1046
2019-10-04,20.7,27.2,3.5,1.3,0.4,NA,10.6,10.9,11.7,1.1,NA,NA,NA,1.8,0.3,5.5,NA,NA,SocioMétrica,2019-10-01,1000
2019-10-08,21.3,27.9,3.6,1.6,NA,NA,10,10.2,12.6,NA,NA,NA,NA,1.7,NA,4.3,NA,NA,Sigma Dos,2019-09-30,1600
2019-10-10,22.5,26.4,4.2,1.5,0.6,NA,10.6,9.8,13.4,1,NA,NA,NA,1.6,0.5,4.1,0.7,NA,Hamalgama,2019-10-07,1000
2019-10-11,22.2,27.3,4.2,1.6,0.7,NA,11.4,8.4,13.7,1,NA,NA,NA,1.5,0.4,4.9,0.7,NA,Celeste-Tel,2019-10-07,1100
2019-10-11,22.2,28.4,NA,NA,NA,NA,8.6,11.8,11.9,NA,NA,NA,NA,NA,NA,3.9,NA,NA,GAD3,2019-10-07,3121
2019-10-12,20.9,27.4,3.2,1.4,0.3,NA,9.3,10.5,12.3,1.1,NA,NA,NA,1.7,0.2,5.1,1.5,NA,SocioMétrica,2019-10-09,1000
2019-10-15,22.7,26.5,4.2,NA,NA,NA,10.2,10.1,13.3,NA,NA,NA,NA,NA,NA,4,NA,NA,Hamalgama,2019-10-11,1000
2019-10-17,22.3,27,4.2,1.6,0.7,NA,11.1,9.1,13.4,1,NA,NA,NA,1.5,0.4,4.6,0.7,NA,Celeste-Tel,2019-10-14,1100
2019-10-17,21.7,26.7,4,1.4,NA,NA,9.4,11.8,12.3,NA,NA,NA,NA,1.8,NA,4.6,NA,NA,Ipsos,2019-10-15,2000
2019-10-17,21,27,4.2,1.7,NA,NA,9.6,11.5,12.5,NA,NA,NA,NA,1.5,NA,4.6,NA,NA,Sigma Dos,2019-10-10,1600
2019-10-18,23,28.7,3.8,1.5,0.3,NA,8.3,11.9,11.2,0.9,NA,NA,NA,1.6,0.5,3.7,0.9,NA,GAD3,2019-10-14,3233
2019-10-18,22.7,26.4,4,1.5,0.6,NA,10,10.7,13.1,1,NA,NA,NA,1.5,0.5,3.2,0.8,NA,Hamalgama,2019-10-16,1000
2019-10-18,20.6,29.6,NA,NA,NA,NA,11.2,9,11.3,NA,NA,NA,NA,NA,NA,4.3,NA,NA,Invymark,2019-10-14,NA
2019-10-18,22.8,27.2,4.1,1.7,NA,NA,9.8,10.6,12.7,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NC Report,2019-10-09,NA
2019-10-18,21.5,26.1,3.3,1.4,0.3,NA,9.7,11.7,11.8,0.9,NA,NA,NA,1.8,0.3,5.6,1.2,NA,SocioMétrica,2019-10-14,NA
2019-10-22,22.8,26.5,4,NA,NA,NA,9.8,11.1,12.9,NA,NA,NA,NA,NA,NA,4.1,NA,NA,Hamalgama,2019-10-18,1000
2019-10-22,21.4,27.3,4.2,1.6,NA,NA,8.8,12,12.7,NA,NA,NA,NA,1.5,NA,4.5,NA,NA,Sigma Dos,2019-10-11,1600
2019-10-24,22.2,27.7,4,1.6,0.7,NA,10,10.5,12.9,1,NA,NA,NA,1.6,0.4,4.4,0.8,NA,Celeste-Tel,2019-10-21,1100
2019-10-24,21.7,27.3,NA,NA,NA,NA,8.9,13.5,12.7,NA,NA,NA,NA,NA,NA,2.8,NA,NA,GAD3,2019-10-21,2730
2019-10-25,23,27.5,4,1.7,NA,NA,9,11.3,12.1,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NC Report,2019-10-16,1000
2019-10-26,21,25.5,3.6,1.3,0.4,NA,9.3,12.2,12.2,1,NA,NA,NA,1.8,0.3,5.1,1.3,NA,SocioMétrica,2019-10-24,1100
2019-10-27,22.2,27.1,3.5,NA,NA,NA,10.3,13.8,9.6,NA,NA,NA,NA,NA,NA,3.3,NA,NA,SYM Consulting,2019-10-26,1923
2019-10-29,21.2,27.3,NA,NA,NA,NA,8.3,13.7,12.4,NA,NA,NA,NA,NA,NA,4.4,NA,NA,40db,2019-10-23,2002
2019-10-29,22.5,27.1,3.9,1.5,0.6,NA,9,12.1,12.6,1,NA,NA,NA,1.5,0.4,3.8,1.1,NA,Hamalgama,2019-10-25,1000
2019-10-29,19.4,26,3.5,1.5,NA,NA,10,14,13,NA,NA,NA,NA,2.1,NA,4.7,NA,NA,Ipsos,2019-10-28,2000
2019-10-29,20.6,27.5,4,1.4,NA,NA,8.9,13.4,13.5,NA,NA,NA,NA,1.2,NA,3.9,NA,NA,Sigma Dos,2019-10-21,1800
2019-10-30,19.4,26.8,NA,NA,NA,NA,10,13.6,12.5,NA,NA,NA,NA,NA,NA,3.3,NA,NA,DYM,2019-10-25,1005
2019-10-31,21.6,27.4,3.5,1.5,0.4,NA,8,14.9,11.2,0.8,NA,NA,NA,1.4,0.4,2.8,1.6,NA,GAD3,2019-10-14,7900
2019-10-31,19.5,27.7,3.6,NA,NA,NA,8,14.2,13.4,NA,NA,NA,NA,1.5,NA,2.6,1.5,NA,GESOP,2019-10-28,1504
2019-10-31,22.2,27.2,3.9,1.5,0.7,NA,8.8,12.8,12.7,1,NA,NA,NA,1.6,0.4,3.7,1.1,NA,Hamalgama,2019-10-29,1000
2019-10-31,22,27.9,NA,NA,NA,NA,9.9,10.5,11.8,NA,NA,NA,NA,NA,NA,3.8,NA,NA,Invymark,2019-10-28,NA
2019-10-31,22.7,27.3,3.9,1.6,NA,NA,8.8,12.2,12.1,1,NA,NA,NA,1.6,NA,3.5,NA,NA,NC Report,2019-10-14,NA
2019-10-31,20.3,27.9,4,1.4,NA,NA,8.9,13.2,13.5,NA,NA,NA,NA,1.2,NA,4,NA,NA,Sigma Dos,2019-10-24,1800
2019-11-02,22.1,27.3,NA,NA,NA,NA,9.2,12.7,12.8,NA,NA,NA,NA,NA,NA,3.8,NA,NA,Demoscopia Servicios,2019-10-30,NA
2019-11-02,19.6,28,NA,NA,NA,NA,10.1,13.9,11.5,NA,NA,NA,NA,NA,NA,3.3,NA,NA,IMOP,2019-10-29,1639
2019-11-02,20.6,25.1,3.5,1.3,0.6,NA,8.5,14.3,12.9,0.9,NA,NA,NA,1.6,0.4,3.9,1.4,NA,SocioMétrica,2019-10-31,1100
2019-11-02,20.3,28.5,4,NA,NA,NA,8.8,13.7,12,NA,NA,NA,NA,1.4,NA,4.7,NA,NA,SW Demoscopia,2019-10-28,1517
2019-11-04,19,26.6,3.6,NA,NA,NA,8.2,15,12.8,NA,NA,NA,NA,1.5,NA,2.8,1.5,NA,GESOP,2019-10-31,861
2019-11-07,20.9,26.6,4.1,1.5,0.6,NA,7.2,15.7,13.2,1,NA,NA,NA,1.5,0.4,2.7,1,NA,Demoscopia Servicios,2019-11-07,NA
2019-11-08,19,26.3,2.7,NA,NA,NA,7.5,15.6,14,NA,NA,NA,NA,1.4,NA,2.9,1.1,NA,GESOP,2019-11-06,903
2019-11-27,23,27.7,3.4,1.6,0.5,0.7,6.5,14.1,13,1,NA,NA,NA,2,0.4,1.8,1,NA,GAD3,2019-11-19,NA
2019-12-12,20.5,27,NA,NA,NA,NA,6.4,13.8,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2019-12-02,1064
2019-12-13,21.6,28.8,NA,NA,NA,NA,3.9,16.4,13.7,NA,NA,NA,NA,NA,NA,1.9,NA,NA,Invymark,2019-12-09,NA
2019-12-13,21.6,27.1,3.5,1.5,NA,NA,5.8,15.6,13.1,1.1,NA,NA,NA,2.3,NA,NA,NA,NA,NC Report,2019-12-10,1000
2019-12-21,21.6,27.2,3.8,1.8,0.6,0.5,5.8,16.2,12.6,1.1,NA,NA,NA,2.6,0.3,2,0.9,NA,SocioMétrica,2019-12-20,2160
2019-12-27,20.1,27.5,3.5,1.6,NA,NA,4.8,16,15.4,NA,NA,NA,NA,2,NA,2.3,NA,NA,Sigma Dos,2019-12-26,1000
2020-01-02,19.5,26.9,3.7,1.6,0.6,NA,4.9,18.6,13.3,1.1,NA,NA,NA,2.2,0.4,2.6,1,NA,SW Demoscopia,2019-12-30,1300
2020-01-09,20.3,27,3.2,1.4,0.5,0.5,6.1,16.4,13.9,1.1,NA,NA,NA,2.8,0.4,2,1.3,NA,Celeste-Tel,2020-01-02,1100
2020-01-10,20.3,26.5,NA,NA,NA,NA,7.9,14.4,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2020-01-07,1097
2020-01-10,23.2,26.3,NA,NA,NA,NA,7.3,15,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,GAD3,2020-01-07,1000
2020-01-17,22.1,26.7,3.3,1.5,0.5,0.5,5.4,16.1,13.4,1,NA,NA,NA,2.6,0.5,1.8,1.1,NA,NC Report,2020-01-07,1000
2020-01-17,20.2,30.3,NA,NA,NA,NA,3.8,16.6,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2020-01-13,NA
2020-01-18,21.2,27.7,3.6,1.6,0.5,0.5,5.5,16.3,12.5,1.1,NA,NA,NA,2.2,0.4,2.1,1,NA,SocioMétrica,2020-01-15,1100
2020-01-29,20.5,26.8,NA,NA,NA,NA,6.1,15.3,13.3,NA,NA,NA,NA,NA,NA,2.7,NA,NA,Metroscopia,2020-01-13,4237
2020-01-31,20.4,29.7,NA,NA,NA,NA,3.9,16.8,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2020-01-27,NA
2020-01-31,19.4,27,3.8,1.6,0.6,NA,4.7,18.7,13.7,1,NA,NA,NA,2.3,0.4,2.2,1.1,NA,SW Demoscopia,2020-01-27,1307
2020-02-07,20.2,27.6,3.3,1.5,0.5,0.5,6.2,16.9,13.5,1.1,1,NA,0.7,2.7,0.4,1.3,1,NA,Celeste,2020-02-03,1100
2020-02-11,17.6,28.5,NA,NA,NA,NA,7.9,16.1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2020-02-03,1073
2020-02-14,22.2,26.9,3.4,1.5,0.5,0.5,5.6,16.1,13.2,1.1,NA,NA,NA,2.9,0.5,1.7,0.9,NA,NC Report,2020-02-14,1000
2020-02-21,21,29.1,NA,NA,NA,NA,3.5,17,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2020-02-17,NA
2020-02-28,19.7,27.8,3.6,1.6,0.6,NA,3.9,18.8,13.2,1.1,NA,NA,NA,2.3,0.4,2.4,1,NA,SW Demoscopia,2020-02-24,1302
2020-03-06,20.9,27.7,NA,NA,NA,NA,7.7,15.1,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2020-03-02,1029
2020-03-06,21.1,28.8,NA,NA,NA,NA,3.3,17.6,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2020-03-02,NA
2020-03-17,23.4,24.5,3,1.6,0.5,0.5,8.3,14.5,13.6,1.2,NA,1.3,NA,2.8,0.4,1.3,1.3,NA,Demoscopia Servicios,2020-03-16,1000
2020-03-26,19.9,26.2,3.97,NA,NA,NA,5.24,15.7,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,SyM Consulting,2020-03-23,3104
2020-03-27,23.1,26.8,NA,NA,NA,NA,7.2,14.4,11.8,NA,NA,NA,NA,NA,NA,1.9,NA,NA,DYM,2020-03-26,1001
2020-03-31,21.6,25.5,3.8,1.7,0.6,NA,5.1,16.9,12.6,1.2,NA,NA,NA,2.6,0.5,2.3,0.9,NA,SW Demoscopia,2020-03-27,1102
2020-04-01,24.3,32.2,3.7,1.8,NA,NA,4.4,13.8,11,NA,NA,NA,NA,1.9,NA,1.5,NA,NA,Sigma Dos,2020-03-25,NA
2020-04-07,22.2,28.2,NA,NA,NA,NA,5.7,16,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2020-04-01,1057
2020-04-07,21.1,31.2,3.3,1.2,0.4,0.5,7.6,13,12,0.5,1.1,NA,NA,1.4,0.3,1.5,0.6,NA,CIS,2020-03-30,3000
2020-04-07,20.5,27.9,3.7,1.5,0.5,0.5,6.9,16.3,13.7,1.2,NA,NA,NA,2.3,0.4,1.7,1,NA,Celeste-Tel,2020-04-01,1100
2020-04-15,25.4,31.7,3.6,1.9,NA,NA,5.4,11.9,11.5,NA,NA,NA,NA,1.9,NA,1.3,NA,NA,Sigma Dos,2020-04-13,1000
2020-04-17,22.7,26.8,3.6,1.6,NA,NA,5.3,15,13.4,1.2,NA,NA,NA,2.5,NA,1.6,NA,NA,Hamalgama Métrica,2020-04-14,1000
2020-04-24,25.4,28.2,3.2,1.5,0.3,0.4,7.5,14.5,11,1,NA,NA,NA,2.4,0.3,1.2,NA,NA,SocioMétrica,2020-04-21,1200
2020-04-25,22.4,25.1,NA,NA,NA,NA,7.8,15.3,12.1,NA,NA,NA,NA,NA,NA,2.3,NA,NA,DYM,2020-04-23,1000
2020-04-30,23.2,26.3,3.5,1.6,0.5,0.5,6.2,15.4,13,1.1,NA,NA,NA,2.7,0.4,1.7,0.9,NA,NC Report,2020-04-27,1000
2020-05-01,20.4,27.9,NA,NA,NA,NA,6.9,17,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2020-04-27,NA
2020-05-04,22.3,25.1,3.3,1.2,NA,NA,7.5,15.7,13.1,1.6,NA,NA,NA,2.6,NA,2.2,1.3,NA,Sináptica,2020-04-28,1001
2020-05-08,21.7,30.8,NA,NA,NA,NA,9.8,11.8,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2020-05-04,1019
2020-05-08,27.1,28.7,NA,NA,NA,NA,5.9,11.7,10.9,NA,NA,NA,NA,NA,NA,1.4,NA,NA,GAD3,2020-05-04,1004
2020-05-08,20.3,28.4,3.5,1.5,0.4,NA,9,16.2,12,0.9,NA,NA,NA,2.3,0.4,1.2,0.8,NA,SW Demoscopia,2020-05-05,1104
2020-05-09,23.9,25.1,3.2,1.5,0.4,0.5,6.4,15.2,13.6,1.3,NA,NA,NA,2.7,0.4,1.4,1.2,NA,Demoscopia Servicios,2020-05-07,1200
2020-05-13,24,28,NA,NA,NA,NA,7,13,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,Metroscopia,2020-05-13,NA
2020-05-15,22.8,27.5,3.4,1.8,NA,NA,6.5,14,11.3,1.2,NA,NA,NA,2.1,NA,NA,NA,NA,GESOP,2020-05-11,750
2020-05-15,25.8,26.1,3.7,1.6,NA,NA,4,15.3,11.6,1.2,NA,NA,NA,2.4,NA,1.5,NA,NA,Hamalgama Métrica,2020-05-12,1000
2020-05-16,24.9,26,3.6,1.7,NA,NA,5.2,14.6,12.5,1.2,NA,NA,NA,2.6,NA,NA,NA,NA,NC Report,2020-05-12,1000
2020-05-17,26.4,29.7,3.6,1.9,NA,NA,6,11.8,11.4,NA,NA,NA,NA,1.9,NA,1,NA,NA,Sigma Dos,2020-05-17,NA
2020-05-24,22,25.1,NA,NA,NA,NA,9,15.8,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,DYM,2020-05-21,1041
2020-05-29,20,26.9,NA,NA,NA,NA,8.6,15.5,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invymark,2020-05-25,NA
2020-05-30,24.4,26.9,3.6,1.6,0.6,NA,7.9,14.6,10.9,1,NA,NA,NA,2.3,0.4,1.4,0.7,NA,SocioMétrica,2020-05-27,2226
2020-06-05,21.7,29.9,NA,NA,NA,NA,7.6,15.1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,Simple Lógica,2020-06-01,1012
2020-06-05,23.1,27,3.8,1.6,0.5,0.5,6.7,15.2,12.3,1.2,NA,NA,NA,2.4,0.4,1.8,0.9,NA,Celeste-Tel,2020-06-01,1100
2020-06-05,25.4,28.3,NA,NA,NA,NA,7.6,11.2,10.5,NA,NA,NA,NA,NA,NA,1.6,NA,NA,GAD3,2020-05-18,3104
2020-06-13,25.1,26,3.7,1.6,0.5,0.5,5.6,14.8,12.1,1.3,NA,NA,NA,2.4,0.4,1.9,1,NA,NC Report,2020-06-09,1000
